,clust,Customer ID,Avg Monthly Long Distance Charges,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
1898,0,2325-ZUSFD,36.65,70.1,3913.3,0.0,0,2089.0499999999997,6002.35,0,0,1,0,0,0,0,1,1,0,0
1899,0,3932-CMDTD,43.45,105.65,443.9,0.0,0,173.8,617.7,1,0,0,0,0,0,0,1,1,0,0
1900,3,3594-UVONA,8.8,85.95,3110.1,0.0,0,308.0,3418.1,0,0,0,1,0,0,0,1,0,1,0
1901,0,0004-TLHLJ,33.65,73.9,280.85,0.0,0,134.6,415.45000000000005,0,0,0,0,0,1,0,1,1,0,0
1902,0,5089-IFSDP,27.99,109.45,6144.55,0.0,0,1623.4199999999998,7767.97,0,0,1,0,0,0,0,1,1,0,0
1903,0,4817-VYYWS,11.73,100.2,2983.8,0.0,0,351.90000000000003,3335.7000000000003,0,0,0,1,0,0,0,1,1,0,0
1904,0,1396-QWFBJ,5.07,74.05,1565.7,0.0,0,106.47,1672.17,1,0,0,0,0,0,0,1,1,0,0
1905,0,5299-SJCZT,21.86,101.55,298.35,0.0,0,65.58,363.93,0,0,0,0,0,1,0,1,1,0,0
1906,0,2898-LSJGD,0.0,55.95,1157.05,0.0,10,0.0,1167.05,1,0,0,0,0,0,0,1,1,0,0
1907,2,7359-PTSXY,24.24,45.75,45.75,0.0,0,24.24,69.99,1,0,0,0,0,0,1,0,1,0,0
1908,2,4503-BDXBD,25.24,74.95,815.5,0.0,0,277.64,1093.1399999999999,1,0,0,0,0,0,1,0,1,0,0
1909,1,6086-ESGRL,4.67,80.15,80.15,0.0,0,4.67,84.82000000000001,0,0,0,0,0,1,1,0,0,1,0
1910,0,3886-CERTZ,31.13,109.25,8109.8,0.0,0,2241.36,10351.16,1,0,0,0,0,0,0,1,1,0,0
1911,1,5759-RCVCB,0.0,35.2,108.95,0.0,0,0.0,108.95,0,0,0,0,0,1,1,0,0,1,0
1912,2,6372-RFVNS,28.04,78.8,78.8,0.0,0,28.04,106.84,0,0,0,0,0,1,1,0,1,0,0
1913,0,8938-UMKPI,35.97,106.4,5127.95,0.0,0,1690.59,6818.54,0,0,1,0,0,0,0,1,1,0,0
1914,2,0991-BRRFB,20.86,49.4,874.8,0.0,0,375.48,1250.28,1,0,0,0,0,0,1,0,1,0,0
1915,0,6319-IEJWJ,49.69,90.2,1776.55,0.0,0,993.8,2770.35,1,0,0,0,0,0,0,1,1,0,0
1916,0,9025-AOMKI,43.8,93.55,536.4,0.0,0,262.79999999999995,799.1999999999999,0,0,0,0,0,1,0,1,1,0,0
1917,3,5275-SQEIZ,14.91,80.85,80.85,0.0,0,14.91,95.75999999999999,1,0,0,0,0,0,0,1,0,1,0
1918,3,7716-YTYHG,23.95,82.05,4029.95,0.0,0,1149.6,5179.549999999999,0,0,1,0,0,0,0,1,0,0,1
1919,3,4390-KYULV,37.61,20.55,51.15,0.0,0,112.83,163.98,0,0,0,0,0,1,0,1,0,1,0
1920,2,8945-GRKHX,46.09,78.65,78.65,0.0,0,46.09,124.74000000000001,0,0,0,0,0,1,1,0,1,0,0
1921,0,6959-UWKHF,4.02,42.9,42.9,0.0,0,4.02,46.92,0,0,0,0,0,1,0,1,1,0,0
1922,1,3815-SLMEF,0.0,34.25,139.35,0.0,0,0.0,139.35,0,0,0,0,0,1,1,0,0,0,1
1923,1,5154-VEKBL,0.0,58.5,539.85,0.0,0,0.0,539.85,0,0,0,0,0,1,1,0,0,0,1
1924,0,4587-VVTOX,27.44,105.3,545.2,0.0,0,164.64000000000001,709.84,0,0,0,0,0,1,0,1,1,0,0
1925,0,4652-NNHNY,17.96,73.85,1284.2,0.0,0,287.36,1571.56,1,0,0,0,0,0,0,1,1,0,0
1926,1,8515-OCTJS,19.75,24.75,692.1,0.0,0,493.75,1185.85,0,0,0,1,0,0,1,0,0,1,0
1927,0,5261-QSHQM,0.0,24.45,86.6,0.0,0,0.0,86.6,0,0,0,0,0,1,0,1,1,0,0
1928,0,8868-WOZGU,30.48,105.7,2979.5,0.0,80,853.44,3912.94,0,0,0,1,0,0,0,1,1,0,0
1929,0,1334-FJSVR,0.0,24.25,24.25,0.0,0,0.0,24.25,0,0,0,0,0,1,0,1,1,0,0
1930,0,7625-XCQRH,15.6,76.5,837.95,0.0,0,171.6,1009.5500000000001,1,0,0,0,0,0,0,1,1,0,0
1931,0,1731-TVIUK,7.39,93.5,362.2,0.0,0,29.56,391.76,0,0,0,0,0,1,0,1,1,0,0
1932,0,0618-XWMSS,44.28,74.9,2068.55,0.0,0,1239.8400000000001,3308.3900000000003,0,0,0,1,0,0,0,1,1,0,0
1933,3,2565-JSLRY,20.26,24.05,24.05,0.0,0,20.26,44.31,1,0,0,0,0,0,0,1,0,0,1
1934,2,6689-KXGBO,30.96,50.55,50.55,0.0,0,30.96,81.50999999999999,1,0,0,0,0,0,1,0,1,0,0
1935,0,6615-NGGZJ,36.97,100.55,1415.55,0.0,0,517.5799999999999,1933.1299999999999,1,0,0,0,0,0,0,1,1,0,0
1936,3,4255-DDUOU,34.57,20.5,20.5,0.0,0,34.57,55.07,1,0,0,0,0,0,0,1,0,0,1
1937,0,2984-MIIZL,7.26,74.8,321.9,0.0,0,29.04,350.94,1,0,0,0,0,0,0,1,1,0,0
1938,0,5590-YRFJT,0.0,24.45,482.8,0.0,0,0.0,482.8,1,0,0,0,0,0,0,1,1,0,0
1939,3,3677-TNKIO,36.25,71.0,914.0,0.0,0,507.5,1421.5,1,0,0,0,0,0,0,1,0,1,0
1940,0,3329-WDIOK,0.0,50.6,155.35,0.0,0,0.0,155.35,1,0,0,0,0,0,0,1,1,0,0
1941,0,2873-ZLIWT,2.03,84.85,3303.05,0.0,0,81.19999999999999,3384.25,0,0,1,0,0,0,0,1,1,0,0
1942,1,3415-TAILE,27.27,65.7,134.35,0.0,0,54.54,188.89,1,0,0,0,0,0,1,0,0,1,0
1943,2,1915-IOFGU,41.39,70.5,70.5,0.0,0,41.39,111.89,1,0,0,0,0,0,1,0,1,0,0
1944,0,3045-XETSH,43.26,94.85,953.45,0.0,0,432.59999999999997,1386.05,1,0,0,0,0,0,0,1,1,0,0
1945,1,7239-HZZCX,29.33,19.75,19.75,0.0,0,29.33,49.08,1,0,0,0,0,0,1,0,0,1,0
1946,0,7683-CBDKJ,45.6,65.45,937.6,0.0,0,638.4,1576.0,1,0,0,0,0,0,0,1,1,0,0
1947,0,0628-CNQRM,19.8,67.5,1544.05,0.0,0,435.6,1979.65,1,0,0,0,0,0,0,1,1,0,0
1948,0,7665-TOALD,14.19,69.6,69.6,0.0,0,14.19,83.78999999999999,1,0,0,0,0,0,0,1,1,0,0
1949,2,0112-QWPNC,39.55,84.35,4059.35,0.0,0,1937.9499999999998,5997.299999999999,0,0,1,0,0,0,1,0,1,0,0
1950,2,2777-PHDEI,29.41,78.05,78.05,0.0,10,29.41,117.46,1,0,0,0,0,0,1,0,1,0,0
1951,2,1196-AMORA,38.07,73.6,520.0,0.0,0,266.49,786.49,1,0,0,0,0,0,1,0,1,0,0
1952,0,4282-YMKNA,16.48,74.75,706.6,0.0,0,148.32,854.9200000000001,0,0,0,0,0,1,0,1,1,0,0
1953,3,5356-RHIPP,45.49,20.2,20.2,0.0,0,45.49,65.69,0,0,0,0,0,1,0,1,0,1,0
1954,0,0746-JTRFU,0.0,25.05,56.35,0.0,0,0.0,56.35,0,0,0,0,0,1,0,1,1,0,0
1955,0,4628-CTTLA,0.0,39.3,2111.45,0.0,80,0.0,2191.45,0,0,1,0,0,0,0,1,1,0,0
1956,3,2876-VBBBL,10.71,20.25,20.25,0.0,0,10.71,30.96,0,0,0,0,0,1,0,1,0,1,0
1957,0,6834-NXDCA,0.0,23.9,300.8,0.0,0,0.0,300.8,1,0,0,0,0,0,0,1,1,0,0
1958,0,5597-GLBUC,22.97,85.45,85.45,0.0,0,22.97,108.42,0,0,0,0,0,1,0,1,1,0,0
1959,2,2748-MYRVK,8.38,99.9,6137.0,0.0,0,527.94,6664.9400000000005,0,0,1,0,0,0,1,0,1,0,0
1960,0,4822-YCXMX,8.31,84.8,2043.45,0.0,0,207.75,2251.2,0,0,0,1,0,0,0,1,1,0,0
1961,0,9821-POOTN,48.47,75.2,2576.2,0.0,0,1696.45,4272.65,0,0,0,1,0,0,0,1,1,0,0
1962,2,6559-ILWKJ,0.0,49.35,3515.25,0.0,100,0.0,3615.25,1,0,0,0,0,0,1,0,1,0,0
1963,0,4229-CZMLL,6.32,74.9,469.8,0.0,0,37.92,507.72,1,0,0,0,0,0,0,1,1,0,0
1964,0,3663-MITLP,16.82,101.25,1457.25,0.0,0,252.3,1709.55,1,0,0,0,0,0,0,1,1,0,0
1965,3,9025-ZRPVR,49.74,18.95,185.6,0.0,0,447.66,633.26,0,0,0,0,0,1,0,1,0,1,0
1966,1,3285-UCQVC,0.0,28.6,973.55,0.0,0,0.0,973.55,1,0,0,0,0,0,1,0,0,1,0
1967,3,3737-GCSPV,26.88,96.2,1222.05,0.0,0,295.68,1517.73,1,0,0,0,0,0,0,1,0,1,0
1968,0,4088-YLDSU,10.61,104.15,5743.05,0.0,0,583.55,6326.6,0,0,1,0,0,0,0,1,1,0,0
1969,2,5797-APWZC,31.68,90.6,90.6,0.0,0,31.68,122.28,0,0,0,0,0,1,1,0,1,0,0
1970,0,3683-QKIUE,21.91,50.8,288.05,0.0,0,131.46,419.51,0,0,0,0,0,1,0,1,1,0,0
1971,0,4228-ZGYUW,12.24,90.05,368.1,0.0,30,48.96,447.06,0,0,0,0,0,1,0,1,1,0,0
1972,0,3519-ZKXGG,44.34,75.85,256.6,0.0,0,133.02,389.62,0,0,0,0,0,1,0,1,1,0,0
1973,0,6416-TVAIH,30.62,68.5,68.5,0.0,0,30.62,99.12,0,0,0,0,0,1,0,1,1,0,0
1974,0,5108-ADXWO,38.88,73.5,791.75,0.0,0,427.68,1219.43,1,0,0,0,0,0,0,1,1,0,0
1975,3,3066-RRJIO,13.04,69.95,69.95,0.0,0,13.04,82.99000000000001,0,0,0,0,0,1,0,1,0,1,0
1976,0,6715-OFDBP,14.26,70.05,346.4,0.0,0,71.3,417.7,1,0,0,0,0,0,0,1,1,0,0
1977,0,1567-DSCIC,23.89,94.0,773.65,0.0,0,191.12,964.77,1,0,0,0,0,0,0,1,1,0,0
1978,1,2150-UWTFY,42.98,61.15,1422.05,0.0,80,945.56,2447.6099999999997,0,0,0,0,1,0,1,0,0,1,0
1979,0,2683-BPJSO,28.37,84.45,2467.1,0.0,0,822.73,3289.83,1,0,0,0,0,0,0,1,1,0,0
1980,3,2157-MXBJS,41.22,75.3,989.45,0.0,0,535.86,1525.31,0,0,0,0,1,0,0,1,0,1,0
1981,3,1087-UDSIH,13.28,19.6,59.75,0.0,0,39.839999999999996,99.59,0,0,0,0,0,1,0,1,0,1,0
1982,2,5445-PZWGX,8.08,102.0,6529.25,0.0,110,500.96,7140.21,0,0,1,0,0,0,1,0,1,0,0
1983,1,9170-CCKOU,12.06,90.2,1454.15,0.0,0,205.02,1659.17,0,0,0,0,1,0,1,0,0,1,0
1984,3,1043-YCUTE,13.2,25.15,1327.15,0.0,0,739.1999999999999,2066.35,0,0,1,0,0,0,0,1,0,1,0
1985,3,3814-MLAXC,16.63,79.85,2404.15,0.0,0,515.53,2919.6800000000003,1,0,0,0,0,0,0,1,0,1,0
1986,3,1226-UDFZR,21.28,49.6,114.7,0.0,0,42.56,157.26,0,0,0,0,0,1,0,1,0,1,0
1987,2,5442-UTCVD,43.72,91.85,257.05,0.0,0,131.16,388.21000000000004,1,0,0,0,0,0,1,0,1,0,0
1988,2,7734-DBOAI,0.0,40.1,40.1,0.0,10,0.0,50.1,1,0,0,0,0,0,1,0,1,0,0
1989,3,2114-MGINA,10.3,89.8,1129.1,0.0,0,144.20000000000002,1273.3,0,0,0,0,1,0,0,1,0,1,0
1990,2,4489-SNOJF,25.27,72.25,2568.55,0.0,0,884.4499999999999,3453.0,1,0,0,0,0,0,1,0,1,0,0
1991,3,2187-LZGPL,0.0,40.1,293.3,0.0,0,0.0,293.3,1,0,0,0,0,0,0,1,0,1,0
1992,2,9019-QVLZD,32.13,79.55,79.55,0.0,10,32.13,121.68,1,0,0,0,0,0,1,0,1,0,0
1993,2,3707-LRWZD,40.26,84.05,2781.85,0.0,0,1288.32,4070.17,1,0,0,0,0,0,1,0,1,0,0
1994,0,1455-ESIQH,16.06,89.1,89.1,0.0,0,16.06,105.16,1,0,0,0,0,0,0,1,1,0,0
1995,2,2979-SXESE,25.79,94.4,1607.2,0.0,0,438.43,2045.63,0,0,0,0,1,0,1,0,1,0,0
1996,0,4013-TLDHQ,20.26,78.25,1490.95,0.0,0,384.94000000000005,1875.89,0,0,0,0,1,0,0,1,1,0,0
1997,3,6121-VZNQB,34.79,19.1,19.1,0.0,0,34.79,53.89,1,0,0,0,0,0,0,1,0,1,0
1998,0,6996-KNSML,35.25,74.9,74.9,0.0,0,35.25,110.15,1,0,0,0,0,0,0,1,1,0,0
1999,2,2592-SEIFQ,0.0,24.75,66.95,0.0,0,0.0,66.95,1,0,0,0,0,0,1,0,1,0,0
2000,2,8642-GVWRF,28.86,79.7,165.0,0.0,0,57.72,222.72,1,0,0,0,0,0,1,0,1,0,0
2001,2,3400-ESFUW,8.8,57.55,3046.4,0.0,60,484.00000000000006,3590.4,0,0,1,0,0,0,1,0,1,0,0
2002,0,2057-ZBLPD,42.22,86.5,1808.7,0.0,0,886.62,2695.32,0,0,0,0,1,0,0,1,1,0,0
2003,0,5502-RLUYV,37.2,103.95,7446.9,0.0,0,2566.8,10013.7,1,0,0,0,0,0,0,1,1,0,0
2004,3,9039-RBEEE,0.0,48.95,1880.85,0.0,0,0.0,1880.85,1,0,0,0,0,0,0,1,0,1,0
2005,3,8417-FMLZI,26.91,83.55,477.55,0.0,0,161.46,639.01,1,0,0,0,0,0,0,1,0,1,0
2006,3,0515-YPMCW,42.87,70.45,70.45,0.0,10,42.87,123.32,1,0,0,0,0,0,0,1,0,1,0
2007,1,0378-XSZPU,17.22,60.3,3563.8,0.0,0,998.76,4562.56,0,0,1,0,0,0,1,0,0,1,0
2008,2,4729-XKASR,0.0,24.75,24.75,0.0,0,0.0,24.75,1,0,0,0,0,0,1,0,1,0,0
2009,2,5449-FIBXJ,28.04,103.3,2012.7,0.0,0,532.76,2545.46,0,0,0,0,1,0,1,0,1,0,0
2010,0,9837-BMCLM,31.88,78.5,242.05,0.0,0,95.64,337.69,1,0,0,0,0,0,0,1,1,0,0
2011,1,0137-UDEUO,25.75,19.85,63.75,0.0,0,77.25,141.0,0,0,0,0,0,1,1,0,0,1,0
2012,3,4925-LMHOK,14.79,58.6,939.7,0.0,0,221.85,1161.55,0,0,0,0,1,0,0,1,0,1,0
2013,0,1455-UGQVH,1.09,98.5,1037.75,0.0,0,10.9,1048.65,0,0,0,0,1,0,0,1,1,0,0
2014,3,8280-MQRQN,23.7,50.45,50.45,0.0,0,23.7,74.15,0,0,0,0,0,1,0,1,0,0,1
2015,0,2037-SGXHH,49.7,94.65,3624.3,0.0,0,1888.6000000000001,5512.900000000001,1,0,0,0,0,0,0,1,1,0,0
2016,3,3178-FESZO,20.23,100.25,100.25,0.0,0,20.23,120.48,0,0,0,0,0,1,0,1,0,1,0
2017,0,6087-MVHJH,17.8,88.45,1422.1,0.0,140,284.8,1846.8999999999999,0,0,0,0,1,0,0,1,1,0,0
2018,0,4603-JANFB,12.13,69.85,69.85,0.0,0,12.13,81.97999999999999,0,0,0,0,0,1,0,1,1,0,0
2019,2,3018-TFTSU,18.38,81.7,858.6,0.0,0,220.56,1079.16,0,0,0,0,1,0,1,0,1,0,0
2020,0,4806-KEXQR,43.06,79.9,324.3,0.0,0,172.24,496.54,0,0,0,0,0,1,0,1,1,0,0
2021,3,7083-YNSKY,45.84,25.4,399.6,0.0,0,687.6,1087.2,0,0,0,0,1,0,0,1,0,1,0
2022,1,7434-SHXLS,15.73,20.9,20.9,0.0,0,15.73,36.629999999999995,0,0,0,0,0,1,1,0,0,0,1
2023,3,7908-QCBCA,33.46,69.4,69.4,0.0,10,33.46,112.86000000000001,0,0,0,0,0,1,0,1,0,0,1
2024,0,6711-FLDFB,46.79,74.9,541.15,0.0,0,327.53,868.68,0,0,0,0,0,1,0,1,1,0,0
2025,0,4702-IOQDC,46.17,70.1,70.1,0.0,0,46.17,116.27,0,0,0,0,0,1,0,1,1,0,0
2026,0,6178-KFNHS,35.8,78.3,909.25,0.0,0,429.59999999999997,1338.85,0,0,0,0,1,0,0,1,1,0,0
2027,0,1264-BYWMS,47.38,96.8,5283.95,0.0,0,2605.9,7889.85,0,0,1,0,0,0,0,1,1,0,0
2028,0,9658-WYUFB,21.82,94.4,1617.5,0.0,0,370.94,1988.44,0,0,0,0,1,0,0,1,1,0,0
2029,2,2013-SGDXK,1.63,84.3,84.3,0.0,10,1.63,95.92999999999999,1,0,0,0,0,0,1,0,1,0,0
2030,2,3506-LCJDC,8.03,19.95,19.95,0.0,0,8.03,27.979999999999997,1,0,0,0,0,0,1,0,1,0,0
2031,0,3934-HXCFZ,19.2,99.25,2186.4,0.0,0,441.59999999999997,2628.0,0,0,0,0,1,0,0,1,1,0,0
2032,0,7666-WKRON,24.45,80.45,3201.55,0.0,0,953.55,4155.1,1,0,0,0,0,0,0,1,1,0,0
2033,0,4910-AQFFX,31.67,79.35,661.25,0.0,10,285.03000000000003,956.28,1,0,0,0,0,0,0,1,1,0,0
2034,0,2154-KVJFF,42.83,79.75,1111.85,0.0,0,642.4499999999999,1754.2999999999997,0,0,0,0,1,0,0,1,1,0,0
2035,0,9647-ERGBE,39.74,100.05,3046.15,0.0,0,1192.2,4238.35,1,0,0,0,0,0,0,1,1,0,0
2036,0,3428-XZMAZ,45.86,69.35,69.35,0.0,0,45.86,115.21,1,0,0,0,0,0,0,1,1,0,0
2037,2,0378-TOVMS,10.6,85.8,272.2,0.0,0,31.799999999999997,304.0,1,0,0,0,0,0,1,0,1,0,0
2038,0,4355-HBJHH,42.77,79.7,5293.4,0.0,0,2865.59,8158.99,1,0,0,0,0,0,0,1,1,0,0
2039,0,0318-QUUOB,43.67,80.55,80.55,0.0,0,43.67,124.22,1,0,0,0,0,0,0,1,1,0,0
2040,0,5520-FVEWJ,40.63,84.5,916.9,0.0,0,487.56000000000006,1404.46,1,0,0,0,0,0,0,1,1,0,0
2041,3,5572-ZDXHY,29.07,84.3,1855.65,0.0,0,639.54,2495.19,1,0,0,0,0,0,0,1,0,0,1
2042,0,3750-CKVKH,11.75,67.75,116.65,0.0,0,23.5,140.15,1,0,0,0,0,0,0,1,1,0,0
2043,0,4547-KQRTM,49.7,80.05,830.7,0.0,0,497.0,1327.7,1,0,0,0,0,0,0,1,1,0,0
2044,1,4877-EVATK,46.77,20.0,20.0,0.0,0,46.77,66.77000000000001,1,0,0,0,0,0,1,0,0,0,1
2045,3,7639-SUPCW,3.95,48.8,1054.6,0.0,20,86.9,1161.5,1,0,0,0,0,0,0,1,0,1,0
2046,0,4658-HCOHW,16.67,102.8,2110.15,0.0,0,350.07000000000005,2460.2200000000003,1,0,0,0,0,0,0,1,1,0,0
2047,3,3440-JPSCL,5.16,99.95,547.65,0.0,0,30.96,578.61,1,0,0,0,0,0,0,1,0,0,1
2048,0,2889-FPWRM,34.87,117.8,8684.8,0.0,0,2510.64,11195.439999999999,1,0,0,0,0,0,0,1,1,0,0
2049,0,4290-BSXUX,43.27,79.65,251.75,0.0,0,129.81,381.56,1,0,0,0,0,0,0,1,1,0,0
2050,0,0325-XBFAC,19.49,94.7,740.3,0.0,80,155.92,976.2199999999999,1,0,0,0,0,0,0,1,1,0,0
2051,0,2462-XIIJB,3.25,92.5,452.7,0.0,0,16.25,468.95,1,0,0,0,0,0,0,1,1,0,0
2052,1,4760-XOHVN,28.73,19.45,19.45,0.0,0,28.73,48.18,1,0,0,0,0,0,1,0,0,0,1
2053,0,7817-BOQPW,41.37,75.55,166.3,0.0,0,82.74,249.04000000000002,1,0,0,0,0,0,0,1,1,0,0
2054,0,1853-UDXBW,38.8,70.0,70.0,0.0,0,38.8,108.8,1,0,0,0,0,0,0,1,1,0,0
2055,0,5458-CQJTA,40.47,74.8,4820.15,0.0,0,2630.5499999999997,7450.699999999999,0,0,1,0,0,0,0,1,1,0,0
2056,0,5219-YIPTK,11.32,104.4,3409.6,0.0,0,373.56,3783.16,1,0,0,0,0,0,0,1,1,0,0
2057,2,3540-RZJYU,20.03,86.2,1270.2,0.0,100,300.45000000000005,1670.65,1,0,0,0,0,0,1,0,1,0,0
2058,1,2091-MJTFX,0.0,51.2,1561.5,0.0,0,0.0,1561.5,1,0,0,0,0,0,1,0,0,1,0
2059,1,0883-EIBTI,28.02,19.5,31.55,0.0,0,56.04,87.59,1,0,0,0,0,0,1,0,0,0,1
2060,1,7571-YXDAD,38.28,74.9,147.15,0.0,0,76.56,223.71,1,0,0,0,0,0,1,0,0,1,0
2061,0,3393-FMZPV,36.24,100.25,2387.75,0.0,0,906.0,3293.75,1,0,0,0,0,0,0,1,1,0,0
2062,0,7486-KSRVI,39.37,100.0,4211.55,0.0,140,1692.9099999999999,6044.46,0,0,1,0,0,0,0,1,1,0,0
2063,0,8443-WVPSS,43.28,99.85,990.9,0.0,0,432.8,1423.7,1,0,0,0,0,0,0,1,1,0,0
2064,0,3006-XIMLN,42.89,94.2,193.8,0.0,0,85.78,279.58000000000004,1,0,0,0,0,0,0,1,1,0,0
2065,0,6305-YLBMM,2.52,104.05,7262.0,0.0,0,173.88,7435.88,1,0,0,0,0,0,0,1,1,0,0
2066,3,3647-GMGDH,37.8,94.7,1914.9,0.0,0,831.5999999999999,2746.5,1,0,0,0,0,0,0,1,0,1,0
2067,3,6595-COKXZ,48.31,44.45,44.45,0.0,0,48.31,92.76,0,0,0,0,0,1,0,1,0,0,1
2068,0,0362-ZBZWJ,24.66,84.9,3067.2,0.0,0,887.76,3954.96,1,0,0,0,0,0,0,1,1,0,0
2069,1,4211-MMAZN,23.16,20.25,20.25,0.0,0,23.16,43.41,0,0,0,0,0,1,1,0,0,0,1
2070,0,4274-OWWYO,4.8,74.35,74.35,0.0,0,4.8,79.14999999999999,1,0,0,0,0,0,0,1,1,0,0
2071,1,1541-ETJZO,47.83,62.05,62.05,0.0,10,47.83,119.88,0,0,0,0,0,1,1,0,0,0,1
2072,1,4106-HADHQ,35.7,80.0,3182.95,0.0,0,1392.3000000000002,4575.25,1,0,0,0,0,0,1,0,0,1,0
2073,1,2369-UAPKZ,38.89,104.1,541.9,0.0,0,194.45,736.3499999999999,0,0,0,0,0,1,1,0,0,0,1
2074,0,0637-KVDLV,17.22,76.5,162.45,0.0,0,34.44,196.89,0,0,0,0,0,1,0,1,1,0,0
2075,0,6633-MPWBS,7.31,49.2,216.9,0.0,0,36.55,253.45,0,0,0,0,0,1,0,1,1,0,0
2076,1,8785-EPNCG,30.91,23.15,245.2,0.0,0,340.01,585.21,1,0,0,0,0,0,1,0,0,1,0
2077,2,5729-KLZAR,44.28,80.85,302.75,0.0,40,177.12,519.87,0,0,0,0,0,1,1,0,1,0,0
2078,1,1582-RAFML,23.63,60.1,60.1,0.0,0,23.63,83.73,0,0,0,0,0,1,1,0,0,0,1
2079,0,8740-CRYFY,23.96,78.95,78.95,0.0,0,23.96,102.91,0,0,0,0,0,1,0,1,1,0,0
2080,0,2962-XPMCQ,6.47,45.15,98.5,0.0,0,12.94,111.44,0,0,0,0,0,1,0,1,1,0,0
2081,0,1678-FYZOW,46.6,79.4,244.65,0.0,0,139.8,384.45000000000005,0,0,0,0,0,1,0,1,1,0,0
2082,3,8627-EHGIP,0.0,53.95,2375.4,0.0,0,0.0,2375.4,0,0,1,0,0,0,0,1,0,1,0
2083,3,5480-TBGPH,44.96,99.3,2431.35,0.0,0,1079.04,3510.39,1,0,0,0,0,0,0,1,0,1,0
2084,0,8854-CCVSQ,38.87,80.65,1451.9,0.0,30,699.66,2181.56,1,0,0,0,0,0,0,1,1,0,0
2085,1,0511-JTEOY,10.19,71.1,71.1,0.0,0,10.19,81.28999999999999,0,0,0,0,0,1,1,0,0,0,1
2086,2,6532-YLWSI,37.85,20.8,1021.8,0.0,0,2006.0500000000002,3027.8500000000004,0,0,1,0,0,0,1,0,1,0,0
2087,3,5175-AOBHI,15.07,46.0,193.6,0.0,0,60.28,253.88,1,0,0,0,0,0,0,1,0,0,1
2088,1,5174-RNGBH,24.81,66.25,620.55,0.0,10,223.29,853.8399999999999,1,0,0,0,0,0,1,0,0,0,1
2089,0,7270-BDIOA,12.19,90.0,1993.8,0.0,0,268.18,2261.98,1,0,0,0,0,0,0,1,1,0,0
2090,0,9565-JSNFM,33.71,70.45,2597.6,0.0,0,1280.98,3878.58,1,0,0,0,0,0,0,1,1,0,0
2091,2,0607-DAAHE,26.21,19.75,1052.35,0.0,0,1389.13,2441.48,0,0,1,0,0,0,1,0,1,0,0
2092,0,9732-KPKBW,31.16,53.95,53.95,0.0,0,31.16,85.11,1,0,0,0,0,0,0,1,1,0,0
2093,0,9560-ARGQJ,12.92,81.0,1312.15,0.0,0,206.72,1518.8700000000001,1,0,0,0,0,0,0,1,1,0,0
2094,0,5134-IKDAY,11.08,69.8,69.8,0.0,0,11.08,80.88,1,0,0,0,0,0,0,1,1,0,0
2095,3,5380-AFSSK,46.45,93.9,486.85,0.0,0,232.25,719.1,1,0,0,0,0,0,0,1,0,0,1
2096,0,8714-EUHJO,38.67,91.15,2995.45,0.0,0,1198.77,4194.219999999999,1,0,0,0,0,0,0,1,1,0,0
2097,0,3721-CNEYS,15.33,70.95,137.95,0.0,0,30.66,168.60999999999999,1,0,0,0,0,0,0,1,1,0,0
2098,0,2568-OIADY,36.29,99.5,3762.0,0.0,0,1342.73,5104.73,1,0,0,0,0,0,0,1,1,0,0
2099,3,1193-RTSLK,36.18,83.9,3233.6,0.0,0,1374.84,4608.44,1,0,0,0,0,0,0,1,0,1,0
2100,0,5923-GXUOC,8.38,104.4,1081.45,0.0,0,83.80000000000001,1165.25,1,0,0,0,0,0,0,1,1,0,0
2101,1,4432-ADRLB,24.9,44.65,74.9,0.0,10,49.8,134.7,1,0,0,0,0,0,1,0,0,0,1
2102,2,8993-PHFWD,0.0,25.25,58.9,0.0,0,0.0,58.9,1,0,0,0,0,0,1,0,1,0,0
2103,2,1565-RHDJD,41.72,84.05,333.55,0.0,0,166.88,500.43,1,0,0,0,0,0,1,0,1,0,0
2104,0,3765-JXVKY,44.11,74.7,74.7,0.0,0,44.11,118.81,0,0,0,0,0,1,0,1,1,0,0
2105,0,7330-WZLNC,1.49,90.8,455.5,0.0,0,7.45,462.95,0,0,0,0,0,1,0,1,1,0,0
2106,2,6635-MYYYZ,43.01,85.35,2530.4,0.0,20,1290.3,3840.7,1,0,0,0,0,0,1,0,1,0,0
2107,0,5378-IKEEG,0.0,35.75,35.75,0.0,0,0.0,35.75,0,0,0,0,0,1,0,1,1,0,0
2108,0,6413-XKKPU,19.19,89.4,1539.45,0.0,0,326.23,1865.68,1,0,0,0,0,0,0,1,1,0,0
2109,3,1449-XQEMT,15.12,19.8,58.15,0.0,0,45.36,103.50999999999999,0,0,0,0,0,1,0,1,0,0,1
2110,0,2626-URJFX,8.58,50.9,225.6,0.0,0,34.32,259.92,0,0,0,0,0,1,0,1,1,0,0
2111,0,2612-RRIDN,21.62,81.0,340.85,0.0,50,86.48,477.33000000000004,0,0,0,0,0,1,0,1,1,0,0
